BRANCH_COUNT,CALL_PAIRS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,LOC_CODE_AND_COMMENT,LOC_COMMENTS,LOC_EXECUTABLE,LOC_TOTAL,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUMBER_OF_LINES,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,PARAMETER_COUNT,PERCENT_COMMENTS,DEFECT_LABEL,_source_file
7.0,2.0,0.0,4.0,0.36,0.0,3.0,0.75,16.0,1.0,0.0,18.18,11.92,2581.57,0.07,53.0,0.08,143.42,216.64,0.0,0.0,11.0,11.0,0.25,0.0,0.0,14.0,0.24,17.0,13.0,40.0,6.0,11.0,0.0,0.0,0,PC4.arff
39.0,8.0,52.0,20.0,0.27,14.0,6.0,0.3,75.0,14.0,0.68,94.34,21.98,45592.77,0.69,329.0,0.05,2532.93,2073.94,21.0,6.0,53.0,74.0,0.7,19.0,26.0,57.0,0.21,97.0,149.0,180.0,61.0,18.0,0.0,33.75,1,PC5.arff
9.0,3.0,16.0,5.0,0.11,8.0,4.0,0.8,23.0,1.0,0.0,32.18,22.75,16658.75,0.24,154.0,0.04,925.49,732.25,6.0,11.0,40.0,46.0,0.2,4.0,8.0,20.0,0.07,70.0,49.0,105.0,14.0,13.0,1.0,29.82,1,PC4.arff
15.0,7.0,24.0,8.0,0.15,12.0,7.0,0.88,37.0,1.0,0.0,56.98,20.85,24780.28,0.4,202.0,0.05,1376.68,1188.29,8.0,2.0,44.0,52.0,0.13,6.0,12.0,31.0,0.13,61.0,95.0,107.0,41.0,18.0,0.0,18.52,0,PC5.arff
7.0,7.0,20.0,4.0,0.1,6.0,4.0,1.0,19.0,1.0,0.0,32.53,24.37,19317.04,0.26,147.0,0.04,1073.17,792.67,8.0,1.0,33.0,41.0,0.25,7.0,12.0,17.0,0.09,47.0,59.0,88.0,23.0,19.0,0.0,21.43,1,PC5.arff
11.0,5.0,20.0,6.0,0.11,10.0,3.0,0.5,27.0,6.0,1.0,71.47,10.29,7569.8,0.25,131.0,0.1,420.54,735.53,17.0,5.0,37.0,54.0,1.0,5.0,10.0,23.0,0.09,65.0,57.0,74.0,36.0,13.0,0.0,37.29,1,PC5.arff
5.0,0.0,8.0,3.0,0.2,4.0,1.0,0.33,10.0,1.0,0.0,17.97,15.13,4111.99,0.09,64.0,0.07,228.44,271.87,6.0,21.0,9.0,15.0,0.33,2.0,4.0,9.0,0.06,51.0,22.0,42.0,8.0,11.0,3.0,75.0,0,PC4.arff
5.0,2.0,8.0,3.0,0.25,4.0,2.0,0.67,10.0,1.0,0.0,30.59,5.83,1040.74,0.06,42.0,0.17,57.82,178.41,3.0,1.0,9.0,12.0,0.33,2.0,4.0,9.0,0.16,19.0,20.0,22.0,12.0,7.0,2.0,30.77,1,PC5.arff
3.0,0.0,6.0,2.0,1.0,2.0,1.0,0.0,5.0,1.0,0.0,7.75,2.0,31.02,0.01,6.0,0.5,1.72,15.51,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2.0,1.0,2.0,4.0,2.0,4.0,0.0,0.0,0,MC1.arff
3.0,0.0,4.0,2.0,0.29,2.0,1.0,0.5,5.0,1.0,0.0,8.79,12.0,1265.83,0.04,27.0,0.08,70.32,105.49,0.0,0.0,7.0,7.0,0.5,1.0,2.0,5.0,0.22,9.0,12.0,15.0,5.0,10.0,1.0,0.0,0,CM1.arff
3.0,4.0,4.0,2.0,0.2,2.0,2.0,1.0,8.0,1.0,0.0,40.24,4.43,790.81,0.06,40.0,0.23,43.93,178.38,0.0,3.0,10.0,10.0,0.5,1.0,2.0,8.0,0.08,26.0,19.0,21.0,15.0,7.0,4.0,23.08,0,PC4.arff
5.0,5.0,8.0,3.0,0.23,4.0,3.0,1.0,16.0,3.0,1.0,35.93,5.63,1136.92,0.07,43.0,0.18,63.16,202.12,0.0,0.0,13.0,13.0,1.0,2.0,4.0,15.0,0.2,15.0,18.0,25.0,16.0,10.0,0.0,0.0,0,PC1.arff
3.0,1.0,4.0,2.0,0.15,2.0,2.0,1.0,5.0,1.0,0.0,18.1,9.63,1676.34,0.06,41.0,0.1,93.13,174.17,1.0,4.0,12.0,13.0,0.5,1.0,2.0,5.0,0.08,25.0,14.0,27.0,8.0,11.0,0.0,29.41,1,PC4.arff
32.0,19.0,16.0,24.0,0.26,4.0,19.0,0.79,55.0,9.0,0.35,54.69,47.6,123914.45,0.87,402.0,0.02,6884.14,2603.24,4.0,62.0,89.0,93.0,0.38,6.0,8.0,33.0,0.13,186.0,154.0,248.0,55.0,34.0,3.0,42.58,1,CM1.arff
7.0,2.0,12.0,4.0,0.29,6.0,2.0,0.5,16.0,1.0,0.0,17.95,16.69,5000.31,0.1,63.0,0.06,277.8,299.56,1.0,0.0,13.0,14.0,0.25,3.0,6.0,14.0,0.22,18.0,31.0,32.0,13.0,14.0,0.0,7.14,1,PC3.arff
3.0,2.0,4.0,2.0,0.25,2.0,2.0,1.0,7.0,1.0,0.0,12.09,11.33,1553.4,0.05,36.0,0.09,86.3,137.06,6.0,0.0,2.0,8.0,0.5,1.0,2.0,7.0,0.18,11.0,17.0,19.0,6.0,8.0,3.0,75.0,0,PC2.arff
3.0,2.0,4.0,2.0,0.2,2.0,2.0,1.0,9.0,1.0,0.0,26.13,7.46,1455.85,0.07,42.0,0.13,80.88,195.04,0.0,0.0,10.0,10.0,0.5,1.0,2.0,9.0,0.15,13.0,19.0,23.0,14.0,11.0,0.0,0.0,0,MW1.arff
32.0,16.0,44.0,19.0,0.16,20.0,17.0,0.0,73.0,7.0,0.0,66.2,43.06,122768.18,0.95,437.0,0.02,6820.45,2850.8,8.0,35.0,114.0,122.0,0.0,12.0,22.0,56.0,0.11,169.0,178.0,259.0,62.0,30.0,0.0,27.39,0,MC1.arff
3.0,2.0,4.0,2.0,0.11,2.0,1.0,0.5,7.0,1.0,0.0,58.95,6.3,2339.72,0.12,73.0,0.16,129.97,371.38,1.0,1.0,17.0,18.0,0.5,1.0,2.0,7.0,0.07,30.0,35.0,38.0,25.0,9.0,0.0,10.53,1,PC3.arff
9.0,0.0,10.0,5.0,0.5,2.0,1.0,0.2,11.0,5.0,1.0,18.06,8.94,1442.7,0.05,38.0,0.11,80.15,161.42,2.0,0.0,8.0,10.0,1.0,4.0,5.0,8.0,0.33,15.0,13.0,25.0,8.0,11.0,0.0,20.0,1,PC4.arff
9.0,3.0,16.0,5.0,0.19,8.0,3.0,0.6,21.0,1.0,0.0,28.01,16.89,7990.71,0.16,93.0,0.06,443.93,473.13,2.0,6.0,25.0,27.0,0.2,4.0,8.0,18.0,0.12,41.0,38.0,55.0,18.0,16.0,0.0,24.24,1,PC4.arff
11.0,7.0,18.0,6.0,0.18,8.0,6.0,1.0,26.0,6.0,1.0,60.39,17.0,17452.01,0.34,176.0,0.06,969.56,1026.58,0.0,5.0,34.0,34.0,1.0,5.0,9.0,22.0,0.1,59.0,68.0,108.0,38.0,19.0,0.0,12.82,1,PC1.arff
21.0,1.0,36.0,11.0,0.23,16.0,4.0,0.36,40.0,4.0,0.3,27.59,39.14,42260.49,0.36,199.0,0.03,2347.8,1079.83,8.0,17.0,40.0,48.0,0.36,10.0,18.0,31.0,0.14,77.0,82.0,117.0,22.0,21.0,0.0,38.46,1,PC5.arff
7.0,4.0,12.0,1.0,0.03,6.0,1.0,1.0,21.0,1.0,0.0,29.47,25.11,18571.43,0.25,142.0,0.04,1031.75,739.74,3.0,12.0,28.0,31.0,1.0,3.0,6.0,19.0,0.01,70.0,53.0,89.0,19.0,18.0,0.0,34.88,0,PC4.arff
11.0,0.0,20.0,1.0,0.01,10.0,1.0,1.0,38.0,1.0,0.0,42.96,127.76,701291.3,1.83,937.0,0.01,38960.63,5488.93,19.0,12.0,71.0,90.0,1.0,5.0,10.0,34.0,0.01,144.0,362.0,575.0,34.0,24.0,0.0,30.39,0,MC1.arff
7.0,3.0,12.0,4.0,0.21,6.0,4.0,1.0,19.0,1.0,0.0,35.22,11.14,4372.79,0.13,88.0,0.09,242.93,392.43,4.0,0.0,15.0,19.0,0.25,3.0,6.0,17.0,0.17,24.0,39.0,49.0,14.0,8.0,0.0,21.05,1,PC5.arff
9.0,5.0,16.0,5.0,0.19,8.0,5.0,1.0,19.0,1.0,0.0,25.39,19.13,9294.94,0.16,100.0,0.05,516.39,485.8,2.0,0.0,25.0,27.0,0.2,4.0,8.0,16.0,0.16,31.0,41.0,59.0,15.0,14.0,0.0,7.41,1,PC5.arff
5.0,2.0,8.0,3.0,0.3,4.0,2.0,0.0,10.0,1.0,0.0,15.65,4.2,276.06,0.02,19.0,0.24,15.34,65.73,5.0,0.0,5.0,10.0,0.0,2.0,4.0,9.0,0.23,13.0,7.0,12.0,5.0,6.0,0.0,50.0,1,MC1.arff
54.0,12.0,80.0,32.0,0.11,38.0,29.0,0.91,151.0,6.0,0.16,79.88,79.43,503991.97,2.12,905.0,0.01,27999.55,6345.16,20.0,36.0,284.0,304.0,0.19,21.0,40.0,121.0,0.08,385.0,395.0,510.0,92.0,37.0,0.0,16.47,1,PC5.arff
1.0,1.0,0.0,1.0,0.07,0.0,1.0,1.0,2.0,1.0,0.0,9.39,38.67,14045.29,0.12,105.0,0.03,780.29,363.24,0.0,0.0,15.0,15.0,1.0,0.0,0.0,3.0,0.06,17.0,29.0,76.0,3.0,8.0,2.0,0.0,0,PC4.arff
5.0,0.0,8.0,3.0,0.3,4.0,1.0,0.33,9.0,3.0,1.0,10.26,13.0,1734.69,0.04,32.0,0.08,96.37,133.44,0.0,0.0,10.0,10.0,1.0,2.0,4.0,8.0,0.25,12.0,13.0,19.0,6.0,12.0,0.0,0.0,0,PC1.arff
3.0,3.0,4.0,2.0,0.67,2.0,2.0,1.0,9.0,1.0,0.0,13.14,6.67,583.79,0.03,23.0,0.15,32.43,87.57,2.0,0.0,1.0,3.0,0.5,1.0,2.0,9.0,0.4,5.0,10.0,13.0,6.0,8.0,3.0,66.67,0,PC2.arff
9.0,1.0,18.0,5.0,0.5,6.0,3.0,0.6,15.0,3.0,0.5,12.2,18.0,3953.09,0.07,50.0,0.06,219.62,219.62,0.0,2.0,10.0,10.0,0.6,6.0,9.0,12.0,0.29,17.0,18.0,32.0,7.0,14.0,0.0,16.67,0,PC4.arff
3.0,2.0,4.0,2.0,0.15,2.0,2.0,1.0,8.0,1.0,0.0,16.02,7.14,817.49,0.04,28.0,0.14,45.42,114.45,0.0,1.0,13.0,13.0,0.5,1.0,2.0,8.0,0.1,20.0,10.0,18.0,7.0,10.0,0.0,7.14,1,PC5.arff
7.0,3.0,12.0,4.0,0.14,6.0,2.0,0.5,20.0,1.0,0.0,49.99,17.26,14890.23,0.29,160.0,0.06,827.24,862.77,1.0,2.0,27.0,28.0,0.25,3.0,6.0,18.0,0.1,42.0,77.0,83.0,29.0,13.0,1.0,10.0,0,PC3.arff
47.0,8.0,12.0,41.0,0.26,4.0,32.0,0.78,140.0,5.0,0.1,51.17,115.74,685433.12,1.97,842.0,0.01,38079.62,5922.14,0.0,4.0,157.0,157.0,0.12,4.0,6.0,101.0,0.2,206.0,375.0,467.0,81.0,50.0,0.0,2.48,1,PC5.arff
1.0,0.0,0.0,1.0,0.25,0.0,1.0,1.0,3.0,1.0,0.0,12.63,3.33,140.37,0.01,15.0,0.3,7.8,42.11,0.0,2.0,4.0,4.0,1.0,0.0,0.0,4.0,0.11,9.0,5.0,10.0,3.0,4.0,0.0,33.33,0,MC1.arff
13.0,5.0,22.0,7.0,0.12,10.0,1.0,0.14,48.0,5.0,0.67,92.21,26.26,63590.46,0.81,373.0,0.04,3532.8,2421.46,6.0,10.0,51.0,57.0,0.71,6.0,11.0,43.0,0.09,79.0,153.0,220.0,67.0,23.0,0.0,23.88,1,MC2.arff
1.0,0.0,0.0,1.0,0.13,0.0,1.0,1.0,1.0,1.0,0.0,31.35,9.97,3114.36,0.1,65.0,0.1,173.02,312.48,0.0,3.0,8.0,8.0,1.0,0.0,0.0,2.0,0.06,18.0,23.0,42.0,15.0,13.0,0.0,27.27,0,MC1.arff
5.0,4.0,8.0,3.0,0.27,4.0,3.0,1.0,13.0,3.0,1.0,31.45,4.77,716.47,0.05,36.0,0.21,39.8,150.12,1.0,1.0,10.0,11.0,1.0,2.0,4.0,12.0,0.2,15.0,15.0,21.0,11.0,7.0,0.0,16.67,0,MC1.arff
1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.2,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0,PC4.arff
24.0,2.0,30.0,15.0,0.21,14.0,13.0,0.87,53.0,4.0,0.21,45.17,39.21,69467.01,0.59,290.0,0.03,3859.28,1771.47,2.0,12.0,71.0,73.0,0.27,8.0,15.0,40.0,0.17,88.0,122.0,168.0,42.0,27.0,0.0,16.47,1,PC5.arff
5.0,1.0,8.0,3.0,0.27,4.0,2.0,0.67,9.0,1.0,0.0,20.85,5.0,521.24,0.03,25.0,0.2,28.96,104.25,4.0,0.0,7.0,11.0,0.33,2.0,4.0,8.0,0.19,16.0,10.0,15.0,9.0,9.0,1.0,36.36,1,PC4.arff
15.0,1.0,24.0,8.0,0.18,10.0,3.0,0.38,29.0,4.0,0.43,32.32,26.36,22461.45,0.28,158.0,0.04,1247.86,851.99,3.0,13.0,41.0,44.0,0.5,7.0,12.0,23.0,0.12,69.0,58.0,100.0,22.0,20.0,0.0,28.07,0,PC5.arff
3.0,2.0,4.0,2.0,0.25,2.0,2.0,1.0,6.0,1.0,0.0,19.46,7.5,1094.61,0.05,35.0,0.13,60.81,145.95,0.0,1.0,8.0,8.0,0.5,1.0,2.0,6.0,0.17,12.0,15.0,20.0,9.0,9.0,0.0,11.11,1,PC5.arff
21.0,3.0,28.0,11.0,0.33,8.0,7.0,0.64,36.0,9.0,0.8,22.26,23.57,12367.03,0.17,108.0,0.04,687.06,524.66,2.0,4.0,31.0,33.0,0.82,10.0,16.0,27.0,0.27,41.0,44.0,64.0,14.0,15.0,0.0,16.21,0,PC5.arff
39.0,6.0,74.0,20.0,0.23,36.0,16.0,0.8,80.0,3.0,0.11,88.66,23.49,48914.57,0.69,354.0,0.04,2717.48,2082.46,1.0,22.0,86.0,87.0,0.15,19.0,37.0,62.0,0.15,136.0,151.0,203.0,45.0,14.0,0.0,21.1,0,PC5.arff
1.0,1.0,0.0,1.0,0.2,0.0,1.0,1.0,2.0,1.0,0.0,53.15,1.0,53.15,0.02,16.0,1.0,2.95,53.15,1.0,0.0,4.0,5.0,1.0,0.0,0.0,3.0,0.14,7.0,8.0,8.0,8.0,2.0,0.0,20.0,0,PC5.arff
3.0,0.0,4.0,2.0,0.29,2.0,1.0,0.0,6.0,1.0,0.0,14.12,9.63,1308.36,0.05,32.0,0.1,72.69,135.93,0.0,0.0,7.0,7.0,0.0,1.0,2.0,6.0,0.18,11.0,14.0,18.0,8.0,11.0,3.0,0.0,0,MC1.arff
6.0,4.0,4.0,4.0,0.13,2.0,4.0,1.0,15.0,1.0,0.0,29.51,15.0,6639.14,0.15,87.0,0.07,368.84,442.61,2.0,4.0,29.0,31.0,0.25,1.0,2.0,13.0,0.08,51.0,30.0,57.0,17.0,17.0,1.0,17.14,1,PC4.arff
7.0,0.0,12.0,4.0,0.17,6.0,1.0,0.25,13.0,1.0,0.0,18.32,13.44,3312.04,0.08,57.0,0.07,184.0,246.35,6.0,2.0,17.0,23.0,0.25,3.0,6.0,11.0,0.13,32.0,22.0,35.0,9.0,11.0,0.0,32.0,1,PC4.arff
5.0,2.0,8.0,3.0,0.3,4.0,1.0,0.33,12.0,1.0,0.0,33.57,11.0,4062.39,0.12,72.0,0.09,225.69,369.31,1.0,8.0,9.0,10.0,0.33,2.0,4.0,11.0,0.1,29.0,33.0,39.0,21.0,14.0,0.0,50.0,0,PC3.arff
1.0,1.0,0.0,1.0,0.17,0.0,1.0,1.0,2.0,1.0,0.0,18.49,3.5,226.54,0.02,17.0,0.29,12.59,64.73,0.0,0.0,6.0,6.0,1.0,0.0,0.0,3.0,0.13,8.0,7.0,10.0,7.0,7.0,1.0,0.0,0,PC4.arff
22.0,0.0,28.0,13.0,0.23,12.0,1.0,0.08,39.0,5.0,0.33,26.04,35.2,32261.73,0.31,185.0,0.03,1792.32,916.53,2.0,7.0,55.0,57.0,0.38,8.0,14.0,28.0,0.17,75.0,66.0,119.0,15.0,16.0,0.0,14.06,1,PC5.arff
3.0,1.0,4.0,2.0,0.25,2.0,2.0,1.0,5.0,1.0,0.0,17.84,6.19,682.86,0.04,27.0,0.16,37.94,110.36,1.0,0.0,7.0,8.0,0.5,1.0,2.0,5.0,0.15,13.0,11.0,16.0,8.0,9.0,1.0,12.5,1,PC4.arff
71.0,13.0,124.0,38.0,0.13,62.0,37.0,0.97,191.0,1.0,0.0,116.79,66.0,508729.44,2.57,1126.0,0.02,28262.75,7708.02,76.0,26.0,209.0,285.0,0.03,31.0,62.0,155.0,0.1,373.0,528.0,598.0,92.0,23.0,0.0,32.8,1,PC5.arff
17.0,4.0,32.0,9.0,0.23,16.0,5.0,0.56,40.0,1.0,0.0,48.28,31.25,47150.17,0.5,247.0,0.03,2619.45,1508.81,0.0,3.0,40.0,40.0,0.11,8.0,16.0,33.0,0.15,61.0,110.0,137.0,44.0,25.0,0.0,6.98,0,PC1.arff
21.0,14.0,38.0,11.0,0.26,18.0,10.0,0.0,65.0,11.0,1.0,57.5,25.16,36402.08,0.48,265.0,0.04,2022.34,1446.75,6.0,17.0,36.0,42.0,1.0,10.0,19.0,56.0,0.15,72.0,120.0,145.0,31.0,13.0,0.0,38.98,0,MC1.arff
1.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,5.8,2.0,23.22,0.0,5.0,0.5,1.29,11.61,0.0,6.0,2.0,2.0,1.0,0.0,0.0,3.0,0.1,10.0,1.0,4.0,1.0,4.0,0.0,75.0,0,MC1.arff
1.0,1.0,0.0,1.0,0.25,0.0,1.0,1.0,2.0,1.0,0.0,17.25,6.29,681.48,0.04,26.0,0.16,37.86,108.42,0.0,1.0,4.0,4.0,1.0,0.0,0.0,3.0,0.09,11.0,8.0,18.0,7.0,11.0,1.0,20.0,0,PC4.arff
5.0,1.0,8.0,3.0,0.21,4.0,2.0,0.67,9.0,1.0,0.0,25.14,10.58,2812.7,0.09,58.0,0.09,156.26,265.93,1.0,3.0,13.0,14.0,0.33,2.0,4.0,8.0,0.15,20.0,25.0,33.0,13.0,11.0,0.0,23.53,1,PC5.arff
16.0,4.0,10.0,12.0,0.2,4.0,7.0,0.0,42.0,3.0,0.0,34.55,65.19,146834.36,0.75,374.0,0.02,8157.46,2252.37,17.0,15.0,44.0,61.0,0.0,3.0,5.0,32.0,0.13,89.0,143.0,231.0,34.0,31.0,0.0,42.11,1,MC1.arff
9.0,3.0,16.0,5.0,0.26,8.0,5.0,1.0,24.0,1.0,0.0,42.5,16.14,11090.08,0.23,129.0,0.06,616.12,686.53,0.0,0.0,19.0,19.0,0.2,4.0,8.0,21.0,0.24,21.0,60.0,69.0,26.0,14.0,0.0,0.0,0,PC3.arff
21.0,2.0,32.0,12.0,0.17,16.0,3.0,0.25,47.0,1.0,0.0,22.58,67.1,101672.68,0.51,281.0,0.01,5648.48,1515.24,0.0,1.0,69.0,69.0,0.08,8.0,16.0,37.0,0.14,83.0,122.0,159.0,20.0,22.0,0.0,1.43,1,PC5.arff
3.0,2.0,4.0,2.0,0.17,2.0,1.0,0.5,8.0,1.0,0.0,25.59,8.8,1981.55,0.08,54.0,0.11,110.09,225.18,1.0,0.0,11.0,12.0,0.5,1.0,2.0,8.0,0.14,14.0,22.0,32.0,10.0,8.0,1.0,8.33,0,PC5.arff
5.0,2.0,0.0,3.0,0.3,0.0,2.0,0.67,11.0,1.0,0.0,22.52,9.75,2141.25,0.07,50.0,0.1,118.96,219.62,0.0,0.0,10.0,10.0,0.33,0.0,0.0,10.0,0.25,12.0,12.0,38.0,8.0,13.0,0.0,0.0,0,PC4.arff
33.0,12.0,46.0,18.0,0.23,18.0,9.0,0.5,66.0,5.0,0.24,51.8,33.46,57985.2,0.58,280.0,0.03,3221.4,1733.15,16.0,15.0,64.0,80.0,0.28,14.0,23.0,50.0,0.16,111.0,114.0,166.0,46.0,27.0,0.0,32.63,1,PC5.arff
1.0,12.0,0.0,1.0,0.05,0.0,1.0,1.0,18.0,1.0,0.0,107.19,4.0,1715.09,0.14,85.0,0.25,95.28,428.77,12.0,88.0,10.0,22.0,1.0,0.0,0.0,19.0,0.01,134.0,36.0,49.0,27.0,6.0,0.0,90.91,1,MC1.arff
1.0,0.0,0.0,1.0,0.33,0.0,1.0,1.0,1.0,1.0,0.0,15.0,2.0,60.0,0.01,10.0,0.5,3.33,30.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,2.0,0.17,6.0,4.0,6.0,4.0,4.0,0.0,25.0,1,PC5.arff
57.0,4.0,112.0,29.0,0.14,56.0,2.0,0.07,111.0,1.0,0.0,233.67,37.57,329746.68,2.93,1182.0,0.03,18319.26,8777.84,0.0,35.0,209.0,209.0,0.03,28.0,56.0,84.0,0.11,261.0,571.0,611.0,152.0,20.0,4.0,14.34,0,PC3.arff
69.0,8.0,136.0,35.0,0.08,68.0,33.0,0.94,521.0,1.0,0.0,1419.95,39.29,2192161.64,18.6,6120.0,0.03,121786.76,55792.03,1.0,355.0,428.0,429.0,0.03,34.0,68.0,488.0,0.03,1203.0,2829.0,3291.0,540.0,15.0,0.0,45.41,1,PC5.arff
50.0,9.0,88.0,27.0,0.16,44.0,11.0,0.41,121.0,1.0,0.0,106.48,59.27,374043.26,2.1,863.0,0.02,20780.18,6311.02,42.0,27.0,122.0,164.0,0.04,22.0,44.0,96.0,0.11,237.0,405.0,458.0,123.0,36.0,0.0,36.13,1,PC3.arff
3.0,4.0,4.0,2.0,0.15,2.0,1.0,0.5,9.0,1.0,0.0,24.76,15.0,5570.02,0.12,79.0,0.07,309.45,371.33,12.0,8.0,1.0,13.0,0.5,1.0,2.0,9.0,0.08,26.0,30.0,49.0,13.0,13.0,4.0,95.24,1,PC2.arff
21.0,7.0,34.0,11.0,0.18,14.0,8.0,0.73,42.0,5.0,0.4,55.12,25.72,36461.36,0.47,240.0,0.04,2025.63,1417.65,8.0,25.0,54.0,62.0,0.45,10.0,17.0,33.0,0.12,95.0,111.0,129.0,41.0,19.0,0.0,37.93,1,PC5.arff
9.0,5.0,16.0,5.0,0.14,8.0,1.0,0.2,30.0,1.0,0.0,71.4,13.3,12629.1,0.32,165.0,0.08,701.62,949.56,7.0,6.0,28.0,35.0,0.2,4.0,8.0,27.0,0.1,51.0,76.0,89.0,40.0,14.0,0.0,31.71,1,PC5.arff
7.0,3.0,8.0,4.0,0.36,2.0,3.0,0.75,11.0,4.0,1.0,19.07,10.91,2270.01,0.07,46.0,0.09,126.11,208.08,0.0,0.0,11.0,11.0,1.0,3.0,4.0,9.0,0.29,14.0,20.0,26.0,11.0,12.0,0.0,0.0,1,PC5.arff
35.0,4.0,42.0,18.0,0.41,8.0,5.0,0.28,50.0,17.0,0.94,34.71,42.41,62427.13,0.49,265.0,0.02,3468.17,1471.97,0.0,26.0,44.0,44.0,0.94,17.0,25.0,34.0,0.22,82.0,125.0,140.0,28.0,19.0,0.0,37.14,1,PC5.arff
8.0,9.0,8.0,5.0,0.19,4.0,2.0,0.4,28.0,1.0,0.0,63.88,14.57,13563.07,0.31,161.0,0.07,753.5,930.8,0.0,3.0,27.0,27.0,0.2,2.0,4.0,25.0,0.14,36.0,51.0,110.0,35.0,20.0,0.0,10.0,1,KC3.arff
1.0,1.0,0.0,1.0,0.25,0.0,1.0,1.0,2.0,1.0,0.0,8.54,4.67,186.03,0.01,12.0,0.21,10.33,39.86,0.0,0.0,4.0,4.0,1.0,0.0,0.0,3.0,0.13,8.0,4.0,8.0,3.0,7.0,1.0,0.0,0,PC4.arff
3.0,1.0,4.0,2.0,0.2,2.0,1.0,0.0,7.0,1.0,0.0,20.19,5.06,517.32,0.03,25.0,0.2,28.74,102.19,0.0,0.0,10.0,10.0,0.0,1.0,2.0,7.0,0.15,13.0,9.0,16.0,8.0,9.0,3.0,0.0,0,MC1.arff
81.0,2.0,124.0,41.0,0.08,44.0,7.0,0.17,167.0,28.0,0.68,53.83,183.04,1803408.58,3.28,1839.0,0.01,100189.37,9852.54,10.0,77.0,483.0,493.0,0.68,40.0,62.0,128.0,0.07,606.0,572.0,1267.0,25.0,16.0,0.0,15.26,1,PC5.arff
5.0,8.0,4.0,3.0,0.11,2.0,1.0,0.33,21.0,1.0,0.0,52.14,19.36,19551.3,0.34,178.0,0.05,1086.18,1009.69,3.0,14.0,25.0,28.0,0.33,1.0,2.0,20.0,0.04,68.0,71.0,107.0,33.0,18.0,0.0,40.48,1,PC5.arff
5.0,3.0,8.0,3.0,0.17,4.0,3.0,1.0,12.0,1.0,0.0,46.15,7.33,2481.83,0.11,72.0,0.14,137.88,338.43,3.0,1.0,15.0,18.0,0.33,2.0,4.0,11.0,0.1,30.0,33.0,39.0,18.0,8.0,1.0,21.05,1,PC5.arff
23.0,11.0,38.0,12.0,0.21,18.0,9.0,0.75,58.0,4.0,0.0,52.09,23.52,28823.57,0.41,202.0,0.04,1601.31,1225.35,0.0,13.0,58.0,58.0,0.33,10.0,19.0,48.0,0.14,86.0,90.0,112.0,44.0,23.0,2.0,18.31,0,MW1.arff
13.0,2.0,24.0,7.0,0.33,12.0,3.0,0.43,28.0,6.0,0.83,20.0,16.25,5282.39,0.11,70.0,0.06,293.47,325.07,0.0,0.0,21.0,21.0,0.86,6.0,12.0,23.0,0.3,23.0,30.0,40.0,12.0,13.0,0.0,0.0,0,PC1.arff
71.0,5.0,122.0,37.0,0.18,58.0,26.0,0.7,148.0,21.0,0.56,127.7,71.54,653537.1,3.05,1177.0,0.01,36307.62,9135.35,14.0,170.0,196.0,210.0,0.57,32.0,61.0,113.0,0.07,536.0,454.0,723.0,165.0,52.0,1.0,48.42,1,CM1.arff
11.0,4.0,16.0,6.0,0.18,8.0,5.0,0.83,24.0,1.0,0.0,33.14,17.39,10016.44,0.19,109.0,0.06,556.47,576.11,1.0,6.0,32.0,33.0,0.17,4.0,8.0,20.0,0.12,52.0,45.0,64.0,22.0,17.0,0.0,17.95,1,PC5.arff
3.0,3.0,4.0,1.0,0.06,2.0,1.0,1.0,24.0,1.0,0.0,46.97,32.0,48098.41,0.5,277.0,0.03,2672.13,1503.08,0.0,8.0,17.0,17.0,1.0,1.0,2.0,24.0,0.03,29.0,108.0,169.0,27.0,16.0,0.0,32.0,0,MC1.arff
3.0,3.0,4.0,2.0,0.4,2.0,2.0,1.0,8.0,1.0,0.0,15.86,6.0,571.1,0.03,25.0,0.17,31.73,95.18,4.0,0.0,1.0,5.0,0.5,1.0,2.0,8.0,0.22,9.0,12.0,13.0,7.0,7.0,4.0,80.0,0,PC2.arff
